"Obec / Kandidát (2023-2)";"Petr Pavel";"Andrej Babiš"
"Politická příslušnost";"BEZPP";"ANO"
"Krahulov";62,5;37,5
"Krajková";39,18;60,81
"Krajníčko";50;50
"Krakov";51,19;48,8
"Krakovany";56,02;43,97
"Krakovec";50;50
"Kralice na Hané";54,51;45,48
"Kralice nad Oslavou";52,94;47,05
"Králíky (Hradec Králové, 570192)";37,81;62,18
"Králíky (Ústí nad Orlicí, 580481)";49,74;50,25
"Králova Lhota (Písek, 549525)";44,53;55,46
"Králova Lhota (Rychnov nad Kněžnou, 576409)";64,1;35,89
"Královec";50;50
"Kralovice";53,57;46,42
"Královice";45,32;54,67
"Královské Poříčí";42,27;57,72
"Kralupy nad Vltavou";62,51;37,48
"Králův Dvůr";69,42;30,57
"Kramolín (Plzeň-jih, 557943)";62,5;37,5
"Kramolín (Třebíč, 590959)";55,95;44,04
"Kramolna";70,73;29,26
"Kraselov";49,57;50,42
"Krásensko";67,04;32,95
"Krasíkov";41,27;58,72
"Krasíkovice";60,41;39,58
"Kraslice";44,65;55,34
"Krásná (Frýdek-Místek, 549673)";56,51;43,48
"Krásná Hora";51,07;48,92
"Krásná Hora nad Vltavou";59,42;40,57
"Krásná (Cheb, 538795)";44,86;55,13
"Krásná Lípa";44,92;55,07
"Krásná Ves";56,07;43,92
"Krásné (Chrudim, 571652)";61,81;38,18
"Krásné Údolí";36,71;63,28
"Krásné (Žďár nad Sázavou, 595896)";52,7;47,29
"Krásněves";57,83;42,16
"Krásno";55,88;44,11
"Krásný Dvůr";37,11;62,88
"Krásný Les (Karlovy Vary, 578045)";56,71;43,28
"Krásný Les (Liberec, 564168)";45,07;54,92
"Krasonice";63,5;36,49
"Krasov";40,2;59,79
"Krasová";64;36
"Krašlovice";34,4;65,59
"Krašovice";50;50
"Krátká Ves";41,17;58,82
"Kratochvilka";42,45;57,54
"Kratonohy";63,11;36,88
"Krátošice";51,61;48,38
"Kratušín";80,76;19,23
"Kravaře (Česká Lípa, 561720)";38,99;61
"Kravaře (Opava, 507580)";49,89;50,1
"Kravsko";36,41;63,58
"Krčmaň";49,82;50,17
"Krejnice";48,97;51,02
"Krhanice";65,92;34,07
"Krhov (Blansko, 581798)";41,66;58,33
"Krhov (Třebíč, 590967)";42,05;57,94
"Krhová";58,79;41,2
"Krhovice";31,02;68,97
"Krchleby (Kutná Hora, 534153)";56,14;43,85
"Krchleby (Nymburk, 537390)";49,26;50,73
"Krchleby (Rychnov nad Kněžnou, 548685)";60;40
"Krchleby (Šumperk, 569372)";49,39;50,6
"Krmelín";59,94;40,05
"Krňany";69,55;30,44
"Krnov";43,13;56,86
"Krnsko";58,78;41,21
"Krokočín";47,1;52,89
"Kroměříž";54,14;45,85
"Krompach";58,21;41,78
"Kropáčova Vrutice";51,96;48,03
"Kroučová";44,13;55,86
"Krouna";57,47;42,52
"Krsy";41,1;58,89
"Krtov";71,9;28,09
"Krty";28,98;71,01
"Krty-Hradec";50,68;49,31
"Krucemburk";61,76;38,23
"Kruh";58,05;41,94
"Krumsín";48,57;51,42
"Krumvíř";61,3;38,69
"Krupá (Kolín, 533459)";55,96;44,03
"Krupá (Rakovník, 541966)";46,38;53,61
"Krupka";41,96;58,03
"Krušovice";57,35;42,64
"Kružberk";34,74;65,25
"Krychnov";46,15;53,84
"Kryry";33,02;66,97
"Kryštofovo Údolí";70,86;29,13
"Kryštofovy Hamry";56,38;43,61
"Křeč";37,14;62,85
"Křečhoř";57,46;42,53
"Křečkov";61,06;38,93
"Křečovice";54,54;45,45
"Křekov";75,26;24,73
"Křelov-Břuchotín";60,68;39,31
"Křelovice (Pelhřimov, 548219)";53,77;46,22
"Křelovice (Plzeň-sever, 559105)";37,5;62,5
"Křemže";64,2;35,79
"Křenek";76,33;23,66
"Křenice (Klatovy, 556505)";45;55
"Křenice (Praha-východ, 564991)";80,94;19,05
"Křenov";36,81;63,18
"Křenovice (Písek, 562181)";62,09;37,9
"Křenovice (Přerov, 569143)";45,91;54,08
"Křenovice (Vyškov, 593214)";64,48;35,51
"Křenovy";41,89;58,1
"Křepenice";72,53;27,46
"Křepice (Břeclav, 584592)";53,64;46,35
"Křepice (Znojmo, 594288)";65,15;34,84
"Křesetice";59,25;40,74
"Křesín";44,86;55,13
"Křešice";48,07;51,92
"Křešín (Pelhřimov, 548227)";64,94;35,05
"Křešín (Příbram, 540587)";50,98;49,01
"Křetín";45,45;54,54
"Křičeň";46,71;53,28
"Křídla";64,57;35,42
"Křídlůvky";33,09;66,9
"Křimov";37,96;62,03
"Křinec";47,24;52,75
"Křinice";58,13;41,86
"Křišťanov";45,71;54,28
"Křišťanovice";23,07;76,92
"Křivoklát";60,94;39,05
"Křivsoudov";64,68;35,31
"Křižánky";62,13;37,86
"Křižanov (Písek, 509752)";61,81;38,18
"Křižanov (Žďár nad Sázavou, 595926)";58,02;41,97
"Křižanovice (Chrudim, 547824)";60,52;39,47
"Křižanovice u Vyškova";47,67;52,32
"Křižanovice (Vyškov, 593222)";51,76;48,23
"Křižany";56,58;43,41
"Křižínkov";63,77;36,22
"Křížkový Újezdec";76,96;23,03
"Křižovatka";33,54;66,45
"Křoví";49,59;50,4
"Křtěnov";62,68;37,31
"Křtiny";59,92;40,07
"Křtomil";47,6;52,4
"Kšely";61,11;38,88
"Kšice";30,83;69,16
"Ktiš";50;50
"Ktová";54,4;45,6
"Kublov";57,72;42,27
"Kubova Huť";89,87;10,12
"Kubšice";58,13;41,86
"Kučerov";48,26;51,73
"Kučeř";57,89;42,1
"Kudlovice";56,91;43,08
"Kuchařovice";49,07;50,92
"Kujavy";44,83;55,16
"Kukle";66;34
"Kuklík";52,17;47,82
"Kuks";58,9;41,09
"Kulířov";57,27;42,72
"Kunčice";58,45;41,54
"Kunčice nad Labem";64,48;35,51
"Kunčice pod Ondřejníkem";56,68;43,31
"Kunčina";40,11;59,88
"Kunčina Ves";70,27;29,72
"Kundratice";50,87;49,12
"Kunějovice";46,98;53,01
"Kunemil";45,31;54,68
"Kunětice";65,81;34,18
"Kunice (Blansko, 581852)";61,73;38,26
"Kunice (Praha-východ, 538426)";76,03;23,96
"Kuničky";42,85;57,14
"Kunín";50,79;49,2
"Kunkovice";52,38;47,61
"Kuňovice";59,64;40,35
"Kunovice (Uherské Hradiště, 550744)";60,14;39,85
"Kunovice (Vsetín, 543021)";50,38;49,61
"Kunratice (Děčín, 546330)";42,06;57,93
"Kunratice (Liberec, 530433)";34,37;65,62
"Kunratice u Cvikova";35,52;64,47
"Kunštát";60,63;39,36
"Kunvald";73,82;26,17
"Kunžak";63,73;36,26
"Kupařovice";48,91;51,08
"Kurdějov";56,44;43,55
"Kuroslepy";42,72;57,27
"Kurovice";37,95;62,04
"Kuřim";63,71;36,28
"Kuřimany";57,69;42,3
"Kuřimská Nová Ves";53,57;46,42
"Kuřimské Jestřabí";76,76;23,23
"Kutná Hora";61,24;38,75
"Kutrovice";63,63;36,36
"Kuželov";50,41;49,58
"Kvasice";51,44;48,55
"Kvasiny";50,83;49,16
"Kváskovice";46,87;53,12
"Kvášňovice";67,07;32,92
"Květinov";56,09;43,9
"Květná";51,76;48,23
"Květnice";83,65;16,34
"Květov";47,82;52,17
"Kvíčovice";49,35;50,64
"Kvilda";87,98;12,01
"Kvílice";33,96;66,03
"Kvítkov";47,55;52,44
"Kvítkovice";72,83;27,16
"Kyje";63,33;36,66
"Kyjov (Havlíčkův Brod, 548308)";54,73;45,26
"Kyjov (Hodonín, 586307)";56,24;43,75
"Kyjov (Žďár nad Sázavou, 596001)";40,74;59,25
"Kyjovice (Opava, 512907)";54,4;45,59
"Kyjovice (Znojmo, 594318)";32,98;67,01
"Kynice";54;46
"Kynšperk nad Ohří";40,5;59,49
"Kyselka";48,9;51,09
"Kyselovice";45,38;54,61
"Kyšice (Kladno, 532525)";70,13;29,86
"Kyšice (Plzeň-město, 559130)";65,76;34,24
"Kyškovice";63,29;36,7
"Kytín";73,98;26,01
"Kytlice";61,59;38,4
"Labská Stráň";38,15;61,84
"Labské Chrčice";63,69;36,3
"Labuty";47,27;52,72
"Lačnov";61,34;38,65
"Ladná";46,1;53,89
"Lahošť";34,91;65,08
"Lampertice";38,98;61,01
"Lančov";37,5;62,5
"Lánov";63,82;36,17
"Lanškroun";58,51;41,48
"Lány (Havlíčkův Brod, 548481)";62,5;37,5
"Lány (Chrudim, 504807)";62,79;37,2
"Lány (Kladno, 541991)";67,34;32,65
"Lány u Dašic";45,65;54,34
"Lanžhot";47,85;52,14
"Lanžov";62,58;37,41
"Lásenice";47,04;52,95
"Laškov";50,29;49,7
"Lašovice";62,71;37,28
"Lavičky";68,03;31,96
"Lavičné";32,43;67,56
"Láz (Příbram, 540625)";60,97;39,02
"Láz (Třebíč, 510556)";47,19;52,8
"Lazinov";62,72;37,27
"Lázně Bělohrad";62,47;37,52
"Lázně Bohdaneč";61,06;38,93
"Lázně Kynžvart";43,71;56,28
"Lázně Libverda";52,98;47,01
"Lázně Toušeň";67,31;32,68
"Lazníčky";45,21;54,78
"Lazníky";39,39;60,6
"Lazsko";57,14;42,85
"Lažánky (Brno-venkov, 583260)";61,78;38,21
"Lažánky (Strakonice, 598950)";68,51;31,48
"Lažany (Blansko, 581909)";62,31;37,68
"Lažany (Liberec, 545937)";64,58;35,41
"Lažany (Strakonice, 560197)";64;36
"Lažiště";53,29;46,7
"Lážovice";62,71;37,28
"Lčovice";62,65;37,34
"Ledce (Brno-venkov, 583278)";58,45;41,54
"Ledce (Hradec Králové, 576433)";58,25;41,74
"Ledce (Kladno, 532533)";53,9;46,09
"Ledce (Mladá Boleslav, 536202)";54,82;45,17
"Ledce (Plzeň-sever, 559148)";57,82;42,17
"Ledčice";62,53;37,46
"Ledeč nad Sázavou";52,58;47,41
"Ledečko";65,87;34,12
"Ledenice";63,8;36,19
"Lednice";48,62;51,37
"Ledvice";31,02;68,97
"Lechotice";55,55;44,44
"Lechovice";39,32;60,67
"Lejšovka";59,39;40,6
"Lelekovice";73,71;26,28
"Lenešice";45,1;54,89
"Lenora";62,86;37,13
"Leskovec";57,55;42,44
"Leskovec nad Moravicí";33,2;66,79
"Leskovice";60;40
"Lesná (Pelhřimov, 562041)";59,18;40,81
"Lesná (Tachov, 561002)";33,21;66,78
"Lesná (Třebíč, 590983)";47,45;52,54
"Lesná (Znojmo, 594342)";26,53;73,46
"Lesní Hluboké";64,49;35,5
"Lesní Jakubov";22,76;77,23
"Lesnice";48,36;51,63
"Lesonice (Třebíč, 591009)";49,04;50,95
"Lesonice (Znojmo, 594351)";45,27;54,72
"Lestkov";29,83;70,16
"Lesůňky";37,7;62,29
"Lešany (Benešov, 530051)";59,16;40,83
"Lešany (Prostějov, 589683)";42,18;57,81
"Lešetice";48,8;51,2
"Leškovice";75;25
"Lešná";55,73;44,26
"Leština (Šumperk, 537713)";43,68;56,31
"Leština u Světlé";40,62;59,37
"Leština (Ústí nad Orlicí, 571695)";47,2;52,79
"Leštinka";60,78;39,21
"Letiny";48,58;51,41
"Letkov";74,47;25,52
"Letohrad";71,51;28,48
"Letonice";49,73;50,26
"Letovice";55,35;44,64
"Lety (Písek, 549568)";41,83;58,16
"Lety (Praha-západ, 539406)";82,99;17
"Levín";41,34;58,65
"Levínská Olešnice";63,3;36,69
"Lhánice";57,29;42,7
"Lhenice";58,31;41,68
"Lhota (Kladno, 513041)";65,11;34,88
"Lhota pod Hořičkami";55,07;44,92
"Lhota pod Libčany";60,48;39,51
"Lhota pod Radčem";46,89;53,1
"Lhota (Praha-východ, 534986)";77,09;22,9
"Lhota (Přerov, 514497)";36,66;63,33
"Lhota Rapotina";52,91;47,08
"Lhota u Lysic";48,27;51,72
"Lhota u Olešnice";59,37;40,62
"Lhota u Příbramě";54,16;45,83
"Lhota u Vsetína";54,54;45,45
"Lhota (Zlín, 573434)";64,23;35,76
"Lhota-Vlasenice";65,67;34,32
"Lhotice";27,17;72,82
"Lhotka (Beroun, 533335)";48,59;51,4
"Lhotka (Frýdek-Místek, 598364)";46,74;53,25
"Lhotka (Jihlava, 587451)";57,33;42,66
"Lhotka (Mělník, 531898)";67,44;32,55
"Lhotka nad Labem";54,12;45,87
"Lhotka (Přerov, 514527)";58,13;41,86
"Lhotka u Litultovic";35,34;64,65
"Lhotka u Radnic";44,44;55,55
"Lhotka (Žďár nad Sázavou, 596035)";53,48;46,51
"Lhotky";50;50
"Lhotsko";62,26;37,73
"Lhoty u Potštejna";50,57;49,42
"Lhůta";55,97;44,02
"Libá";48,71;51,28
"Libáň";46,65;53,34
"Libavské Údolí";30,17;69,82
"Libčany";54,72;45,27
"Libčeves";34,36;65,63
"Libčice nad Vltavou";71,9;28,09
"Libecina";39,37;60,62
"Libědice";40,6;59,39
"Liběchov";56,97;43,02
"Libějice";70,37;29,62
"Libějovice";51,98;48,01
"Libel";54,28;45,71
"Libenice";53,75;46,24
"Liberec";63,42;36,57
"Liberk";57,23;42,76
"Libeř";73,57;26,42
"Liběšice (Litoměřice, 565121)";45,07;54,92
"Liběšice (Louny, 566357)";34,1;65,89
"Libětice";52,45;47,54
"Líbeznice";78,08;21,91
"Libež";38,35;61,64
"Libhošť";47,78;52,21
"Libchavy";60,34;39,65
"Libchyně";66,66;33,33
"Libice nad Cidlinou";55,95;44,04
"Libice nad Doubravou";48,18;51,81
"Libín";62,93;37,06
"Libina";43;56,99
"Libiš";61,27;38,72
"Libišany";50,13;49,86
"Libkov (Domažlice, 553859)";49,35;50,64
"Libkov (Chrudim, 571725)";46,96;53,03
"Libkova Voda";51,94;48,05
"Libkovice pod Řípem";52,09;47,9
"Liblice";39,44;60,55
"Liblín";35,11;64,88
"Libňatov";57,83;42,16
"Libníč";67,02;32,97
"Libníkovice";60,74;39,25
"Libočany";32,91;67,08
"Libodřice";52,38;47,61
"Libochovany";53,06;46,93
"Libochovice";50,74;49,25
"Libochovičky";68,18;31,81
"Liboměřice";61,53;38,46
"Libomyšl";55,08;44,91
"Libořice";22,16;77,83
"Liboš";57,18;42,81
"Libošovice";55,45;44,54
"Libotenice";50,92;49,07
"Libotov";57,75;42,24
"Libouchec";52,72;47,27
"Libovice";66,35;33,64
"Librantice";73,06;26,93
"Libřice";56,28;43,71
"Libštát";62,92;37,07
"Libuň";58,24;41,75
"Libušín";56,15;43,84
"Licibořice";64,51;35,48
"Lično";61,99;38
"Lidečko";66,57;33,42
"Lidice";65,52;34,47
"Lidmaň";64,7;35,29
"Lichkov";44,61;55,38
"Lichnov (Bruntál, 597554)";35,56;64,43
"Lichnov (Nový Jičín, 599603)";51;48,99
"Lichoceves";74,29;25,7
"Líně";53,26;46,73
"Linhartice";48,35;51,64
"Lípa (Havlíčkův Brod, 569038)";60,08;39,91
"Lípa nad Orlicí";59,87;40,12
"Lípa (Zlín, 549622)";67,1;32,89
"Lipec";38,88;61,11
"Lipí";62,56;37,43
"Lipina";44,56;55,43
"Lipinka";54,54;45,45
"Lipnice nad Sázavou";52,83;47,16
"Lipník (Mladá Boleslav, 565563)";68,39;31,6
"Lipník nad Bečvou";47,72;52,27
"Lipník (Třebíč, 591041)";54,06;45,93
"Lipno";39,21;60,78
"Lipno nad Vltavou";82,54;17,45
"Lipoltice";56,01;43,98
"Lipov";52,61;47,38
"Lipová (Děčín, 562661)";41,08;58,91
"Lipová (Cheb, 554626)";49,03;50,96
"Lipová (Prostějov, 589691)";51,9;48,09
"Lipová (Přerov, 514772)";44,37;55,62
"Lipová (Zlín, 586871)";42,78;57,21
"Lipová-lázně";52,46;47,53
"Lipovec (Blansko, 581950)";61,06;38,93
"Lipovec (Chrudim, 547875)";46,97;53,02
"Lipovice";40,7;59,29
"Liptál";53,12;46,87
"Liptaň";34,49;65,5
"Lipůvka";65,81;34,18
"Lísek";62,94;37,05
"Lískovice";54,68;45,31
"Líský";55,35;44,64
"Lisov";43,66;56,33
"Lišany (Louny, 566411)";10,63;89,36
"Lišany (Rakovník, 542016)";47,43;52,56
"Lišice";39,21;60,78
"Líšina";45,67;54,32
"Líšná (Přerov, 514802)";40,44;59,55
"Líšná (Rokycany, 559962)";68,18;31,81
"Líšná (Žďár nad Sázavou, 596060)";55,26;44,73
"Lišnice";42,73;57,26
"Líšnice (Praha-západ, 539457)";75,79;24,2
"Líšnice (Šumperk, 540161)";43,15;56,84
"Líšnice (Ústí nad Orlicí, 580589)";70,93;29,06
"Líšný";69,93;30,06
"Lišov";59,62;40,37
"Líšťany (Louny, 546879)";45,61;54,38
"Líšťany (Plzeň-sever, 559172)";51,67;48,32
"Líté";48,73;51,26
"Liteň";58,08;41,91
"Litenčice";41,97;58,02
"Litíč";47;53
"Litichovice";55,31;44,68
"Litoboř";75,4;24,59
"Litobratřice";28,75;71,25
"Litohlavy";57,09;42,9
"Litohoř";44,76;55,23
"Litohošť";80,55;19,44
"Litochovice";44,37;55,62
"Litoměřice";59,63;40,36
"Litomyšl";68,7;31,29
"Litostrov";63,85;36,14
"Litošice";42,42;57,57
"Litovany";50,66;49,33
"Litovel";51,13;48,86
"Litultovice";45,81;54,18
"Litvínov";40,57;59,42
"Litvínovice";71,37;28,62
"Lkáň";35;65
"Lnáře";53,9;46,09
"Lobeč";58,24;41,75
"Lobendava";28,16;71,83
"Lobodice";36,88;63,11
"Ločenice";59,52;40,47
"Loděnice (Beroun, 531464)";69,38;30,61
"Loděnice (Brno-venkov, 594377)";43,42;56,57
"Lodhéřov";42,1;57,89
"Lodín";61,17;38,82
"Lochenice";64,56;35,43
"Lochousice";53,62;46,37
"Lochovice";58,82;41,17
"Loket (Benešov, 530093)";62,65;37,34
"Loket (Sokolov, 560537)";65,39;34,6
"Lom (Most, 567264)";42,15;57,84
"Lom (Strakonice, 536822)";56,6;43,39
"Lom (Tábor, 563587)";62,85;37,14
"Lom u Tachova";50;50
"Lomec";44,77;55,22
"Lomnice (Brno-venkov, 581976)";53,51;46,48
"Lomnice (Bruntál, 597589)";37,24;62,75
"Lomnice nad Lužnicí";55,05;44,94
"Lomnice nad Popelkou";63,78;36,21
"Lomnice (Sokolov, 560545)";48,52;51,47
"Lomnička";65,07;34,92
"Lomy";45,31;54,68
"Lopeník";46,77;53,22
"Losiná";62,54;37,45
"Lošany";53,29;46,7
"Loštice";51,77;48,22
"Loucká";36,98;63,01
"Loučany";54,4;45,6
"Loučeň";60,57;39,42
"Loučim";66,21;33,78
"Loučka (Olomouc, 552038)";54,71;45,28
"Loučka (Vsetín, 544418)";52,9;47,09
"Loučka (Zlín, 585432)";56,43;43,56
"Loučky";60,21;39,78
"Loučná nad Desnou";62,8;37,19
"Loučná pod Klínovcem";78,38;21,61
"Loučovice";52,26;47,73
"Louka (Blansko, 553875)";34,88;65,11
"Louka (Hodonín, 586331)";43,54;56,45
"Louka u Litvínova";40,75;59,24
"Loukov (Kroměříž, 588709)";55,11;44,88
"Loukov (Mladá Boleslav, 570770)";48,27;51,72
"Loukovec";57,06;42,93
"Loukovice";52,05;47,94
"Louňová";33,82;66,17
"Louňovice";74,57;25,42
"Louňovice pod Blaníkem";56,29;43,7
"Louny";49,11;50,88
"Loužnice";67,6;32,39
"Lovčice (Hodonín, 586340)";51,88;48,11
"Lovčice (Hradec Králové, 570320)";53,62;46,37
"Lovčičky";62,92;37,07
"Lovčovice";41,3;58,69
"Lovečkovice";36,33;63,66
"Lovosice";45,15;54,84
"Loza";49,12;50,87
"Lozice";46,66;53,33
"Lštění";71,73;28,26
"Lubě";62,33;37,66
"Lubenec";29,32;70,67
"Luběnice";53,1;46,89
"Lubná (Kroměříž, 588717)";56,68;43,31
"Lubná (Rakovník, 542032)";53,31;46,68
"Lubná (Svitavy, 578355)";65,51;34,48
"Lubné";82,5;17,5
"Lubnice";37,5;62,5
"Lubník";52,4;47,59
"Luboměř";57,54;42,45
"Luboměř pod Strážnou";26,08;73,91
"Luby";39,88;60,11
"Lučany nad Nisou";64,48;35,51
"Lučice";62,34;37,65
"Lučina";54,8;45,19
"Ludgeřovice";47,78;52,21
"Ludíkov";60,1;39,89
"Ludkovice";64,16;35,83
"Ludmírov";48,21;51,78
"Ludslavice";50,53;49,46
"Ludvíkov";63,22;36,77
"Ludvíkovice";44,19;55,8
"Luhačovice";59,13;40,86
"Luka";44,64;55,35
"Luká";47,61;52,38
"Luka nad Jihlavou";65,76;34,23
"Lukavec (Litoměřice, 565237)";31,85;68,14
"Lukavec (Pelhřimov, 548332)";53,97;46,02
"Lukavec u Hořic";67,63;32,36
"Lukavice (Chrudim, 571768)";50,6;49,39
"Lukavice (Rychnov nad Kněžnou, 576492)";51,97;48,02
"Lukavice (Šumperk, 540234)";42,97;57,02
"Lukavice (Ústí nad Orlicí, 580627)";64,83;35,16
"Lukov (Teplice, 546909)";38,46;61,53
"Lukov (Třebíč, 550566)";52,26;47,73
"Lukov (Zlín, 585467)";64,32;35,67
"Lukov (Znojmo, 594393)";43,42;56,57
"Luková";37,7;62,29
"Lukovany";58,1;41,89
"Lukoveček";59,4;40,59
"Luleč";57,16;42,83
"Lupenice";57,06;42,93
"Luštěnice";56,95;43,04
"Lutín";49,94;50,05
"Lutonina";43,46;56,53
"Lutopecny";51,85;48,14
"Lužany (Hradec Králové, 570354)";44,82;55,17
"Lužany (Jičín, 573159)";53,38;46,61
"Lužany (Plzeň-jih, 558028)";59,54;40,45
"Lužce";63,07;36,92
"Luže";53,93;46,06
"Lužec nad Cidlinou";44,05;55,94
"Lužec nad Vltavou";54,35;45,64
"Luženičky";54,71;45,28
"Lužice (Hodonín, 586358)";53,41;46,58
"Lužice (Most, 567281)";42,58;57,41
"Lužice (Olomouc, 569844)";62,32;37,67
"Lužice (Prachatice, 537322)";59,09;40,9
"Lužná (Rakovník, 542041)";54,12;45,87
"Lužná (Vsetín, 544434)";55,68;44,31
"Lužnice";62,73;37,26
"Lysá nad Labem";69,29;30,7
"Lysice";59,05;40,94
"Lysovice";29,29;70,7
"Mackovice";30,9;69,09
"Mačkov";58,03;41,96
"Mahouš";50;50
"Machov";69,19;30,8
"Machová";53,92;46,07
"Majdalena";57,73;42,26
"Majetín";53,46;46,53
"Makotřasy";64,74;35,25
"Makov (Blansko, 582026)";68,75;31,25
"Makov (Svitavy, 578363)";72,19;27,8
"Malá Bystřice";62,75;37,24
"Malá Hraštice";66,25;33,74
"Malá Lhota";53,76;46,23
"Malá Losenice";70,18;29,81
"Malá Morava";39,44;60,55
"Malá Morávka";70,8;29,19
"Malá Roudka";50,84;49,15
"Malá Skála";71,27;28,72
"Malá Štáhle";41,89;58,1
"Malá Úpa";91,18;8,81
"Malá Veleň";51,31;48,68
"Malá Víska";55;45
"Malá Vrbka";56,45;43,54
"Malčín";50,38;49,61
"Malé Březno (Most, 567299)";40,87;59,12
"Malé Březno (Ústí nad Labem, 568091)";43,9;56,09
"Malé Hradisko";51,66;48,33
"Malé Kyšice";70,46;29,53
"Malé Přítočno";76,43;23,56
"Malé Svatoňovice";55,14;44,85
"Malé Výkleky";55,81;44,18
"Malé Žernoseky";43,79;56,2
"Maleč";47,2;52,79
"Malečov";54,33;45,66
"Malenice";63,84;36,15
"Malenovice";65,24;34,75
"Malešov";56,42;43,57
"Malešovice";55,28;44,71
"Maletín";38,91;61,08
"Malhostovice";63,01;36,98
"Malhotice";47,16;52,83
"Malíč";66,01;33,98
"Malíkov";24,61;75,38
"Malíkovice";51,94;48,05
"Malínky";44,11;55,88
"Malinová";52,23;47,76
"Málkov (Beroun, 534218)";54,68;45,31
"Málkov (Chomutov, 563200)";44,02;55,97
"Malonty";46,96;53,03
"Malotice";54,1;45,89
"Malovice";55,44;44,55
"Malšice";61,2;38,79
"Malšín";58,77;41,22
"Malšovice";45,81;54,18
"Malý Beranov";67,9;32,09
"Malý Bor";56,27;43,72
"Malý Újezd";64,31;35,68
"Manětín";51,17;48,82
"Mankovice";45,92;54,07
"Maňovice";40,62;59,37
"Mariánské Lázně";56,82;43,17
"Mariánské Radčice";37,54;62,45
"Markvartice (Děčín, 545678)";42,17;57,82
"Markvartice (Jičín, 573167)";52,63;47,36
"Markvartice (Jihlava, 587494)";46,87;53,12
"Markvartice (Třebíč, 591114)";56,09;43,9
"Markvartovice";47,04;52,95
"Maršov";52,58;47,41
"Maršov u Úpice";57,62;42,37
"Maršovice (Benešov, 530115)";55,5;44,49
"Maršovice (Jablonec nad Nisou, 563714)";65,54;34,45
"Martiněves";60,78;39,21
"Martinice (Kroměříž, 588741)";49,9;50,09
"Martinice u Onšova";58,97;41,02
"Martinice v Krkonoších";66,66;33,33
"Martinice (Žďár nad Sázavou, 596094)";60,2;39,79
"Martínkov";63,63;36,36
"Martínkovice";48,69;51,3
"Mařenice";50;50
"Máslojedy";62,5;37,5
"Máslovice";65,38;34,61
"Masojedy";66,66;33,33
"Mastník";60,93;39,06
"Mašovice";52,78;47,21
"Mašťov";32,54;67,45
"Matějov";71,85;28,14
"Mazelov";50;50
"Mažice";50,64;49,35
"Mcely";48,62;51,37
"Meclov";44,57;55,42
"Mečeříž";57,09;42,9
"Mečichov";50,31;49,68
"Měčín";37,17;62,82
"Měděnec";54,12;45,87
"Medlice";37,06;62,93
"Medlov (Brno-venkov, 583367)";47,87;52,12
"Medlov (Olomouc, 552372)";47,71;52,28
"Medlovice (Uherské Hradiště, 592366)";40,46;59,53
"Medlovice (Vyškov, 550141)";47,45;52,54
"Medonosy";71,83;28,16
"Medový Újezd";53,84;46,15
"Měchenice";70,33;29,66
"Měcholupy (Louny, 566454)";36,77;63,22
"Měcholupy (Plzeň-jih, 539716)";57,03;42,96
"Měkynec";59,25;40,74
"Melč";31,62;68,37
"Mělčany";55,26;44,73
"Mělnické Vtelno";52,07;47,92
"Mělník";64,24;35,75
"Měňany";63,08;36,91
"Menhartice";47,72;52,27
"Měník";46,36;53,63
"Měnín";56,79;43,2
"Merboltice";59,37;40,62
"Merklín (Karlovy Vary, 555363)";50,42;49,57
"Merklín (Plzeň-jih, 558044)";48,51;51,48
"Měrotín";57,85;42,14
"Měrovice nad Hanou";34,07;65,92
"Měrunice";38,26;61,73
"Měřín";56,19;43,8
"Městec Králové";51,79;48,2
"Městečko";54,81;45,18
"Městečko Trnávka";44,26;55,73
"Město Albrechtice";37,53;62,46
"Město Libavá";36,44;63,55
"Město Touškov";61,47;38,52
"Měšice";72,49;27,5
"Měšín";47,79;52,2
"Mešno";39,65;60,34
"Metylovice";51,44;48,55
"Mezholezy (Domažlice, 553921)";42,42;57,57
"Mezholezy (Domažlice, 553930)";42,85;57,14
"Meziboří";41,33;58,66
"Mezihoří";70,45;29,54
"Mezilečí";60,71;39,28
"Mezilesí (Náchod, 574244)";76,04;23,95
"Mezilesí (Pelhřimov, 548367)";49,29;50,7
"Meziměstí";42,03;57,96
"Mezina";45,31;54,68
"Meziříčí";63,46;36,53
"Meziříčko (Třebíč, 591149)";48,07;51,92
"Meziříčko (Žďár nad Sázavou, 587516)";73,68;26,31
"Mezná (Pelhřimov, 529834)";75,86;24,13
"Mezná (Tábor, 599255)";34,28;65,71
"Mezno";55,96;44,03
"Mezouň";79,18;20,81
"Mičovice";58,67;41,32
"Míčov-Sušice";42,67;57,32
"Michalovice (Havlíčkův Brod, 548316)";69,02;30,97
"Michalovice (Litoměřice, 542521)";51,51;48,48
"Míchov";46,84;53,15
"Mikolajice";54,33;45,66
"Mikulášovice";43,42;56,57
"Mikulčice";50,81;49,18
"Mikuleč";43,94;56,05
"Mikulov (Břeclav, 584649)";58,66;41,33
"Mikulov (Teplice, 567701)";62,5;37,5
"Mikulovice (Jeseník, 540382)";34,9;65,09
"Mikulovice (Pardubice, 575372)";62,75;37,24
"Mikulovice (Třebíč, 591157)";49,27;50,72
"Mikulovice (Znojmo, 594431)";33,96;66,03
"Mikulůvka";55,93;44,06
"Milasín";45;55
"Milavče";54,51;45,48
